Symbol,Date,Range,Range_MA_5,Range_MA_10,Range_MA_20,RangeCompression_5_vs_20,RangeCompression_10_vs_20,Overlap_Ratio,Overlap_Ratio_MA_5,Overlap_Ratio_MA_10,DirectionalEfficiency_5,DirectionalEfficiency_10,DirectionalEfficiency_20
GBPUSD,1995-01-02,0.012499999999999956,,,,,,1.0,,,,,
GBPUSD,1995-01-03,0.008199999999999985,,,,,,1.0,,,,,
GBPUSD,1995-01-04,0.007799999999999807,,,,,,0.8974358974359062,,,,,
GBPUSD,1995-01-05,0.008000000000000007,,,,,,0.912499999999982,,,,,
GBPUSD,1995-01-06,0.018999999999999906,0.011099999999999933,,,,,0.42105263157894984,0.8461977058029676,,0.3702127659574496,,
GBPUSD,1995-01-09,0.015800000000000036,0.011759999999999948,,,,,1.0,0.8461977058029676,,0.02222222222222003,,
GBPUSD,1995-01-10,0.010800000000000143,0.01227999999999998,,,,,1.0,0.8461977058029676,,0.003257328990227683,,
GBPUSD,1995-01-11,0.008999999999999897,0.012519999999999998,,,,,1.0,0.8667105263157865,,0.08510638297872257,,
GBPUSD,1995-01-12,0.01990000000000003,0.014900000000000002,,,,,0.4070351758793962,0.7656175614916693,,0.8303886925795069,,
GBPUSD,1995-01-13,0.010699999999999932,0.013240000000000007,0.012169999999999969,,,,1.0,0.8814070351758791,0.8638023704894234,0.4224598930481357,0.21532846715328804,
GBPUSD,1995-01-16,0.005600000000000049,0.01120000000000001,0.01147999999999998,,,,1.0,0.8814070351758791,0.8638023704894234,0.44565217391304873,0.09751434034417147,
GBPUSD,1995-01-17,0.009600000000000053,0.010959999999999992,0.011619999999999986,,,,0.41666666666666474,0.7647403685092122,0.8054690371560899,0.29353233830846165,0.12328767123287743,
